0	0	51174
0	1	51175
1	0	51176
1	1	51177
2	0	51178
2	1	51179
3	0	51180
3	1	51181
4	0	51182
4	1	51183
5	0	51184
5	1	51185
6	0	51186
6	1	51187
7	0	51188
7	1	51189
8	0	51190
8	1	51191
9	0	51192
9	1	51193
10	0	51194
10	1	51195
11	0	51196
11	1	51197
12	0	51198
12	1	51199
13	0	51200
13	1	51201
14	0	51202
14	1	51203
15	0	51204
15	1	51205
16	0	51206
16	1	51207
17	0	51208
17	1	51209
18	0	51210
18	1	51211
19	0	51212
19	1	51213
20	0	51214
20	1	51215
21	0	51216
21	1	51217
22	0	51218
22	1	51219
23	0	51220
23	1	51221
24	0	51222
24	1	51223
25	0	51224
25	1	51225
26	0	51226
26	1	51227
27	0	51228
27	1	51229
28	0	51230
28	1	51231
29	0	51232
29	1	51233
30	0	51234
30	1	51235
31	0	51236
31	1	51237
32	0	51238
32	1	51239
33	0	51240
33	1	51241
34	0	51242
34	1	51243
35	0	51244
35	1	51245
36	0	51246
36	1	51247
37	0	51248
37	1	51249
38	0	51250
38	1	51251
39	0	51252
39	1	51253
40	0	51254
40	1	51255
41	0	51256
41	1	51257
42	0	51258
42	1	51259
43	0	51260
43	1	51261
44	0	51198
44	1	51262
45	0	51263
45	1	51264
46	0	51265
46	1	51266
47	0	51267
47	1	51268
48	0	51188
48	1	51269
49	0	51270
49	1	51271
50	0	51272
50	1	51273
51	0	51274
51	1	51275
52	0	51276
52	1	51277
53	0	51278
53	1	51279
54	0	51280
54	1	51281
55	0	51282
55	1	51283
56	0	51284
56	1	51285
57	0	51286
57	1	51287
58	0	51288
58	1	51289
59	0	51290
59	1	51291
60	0	51292
60	1	51293
61	0	51294
61	1	51295
62	0	51296
62	1	51297
63	0	51298
63	1	51299
64	0	51300
64	1	51301
65	0	51302
65	1	51303
66	0	51304
66	1	51305
67	0	51306
67	1	51307
68	0	51308
68	1	51309
69	0	51310
69	1	51311
70	0	51312
70	1	51313
71	0	51314
71	1	51315
72	0	51316
72	1	51317
73	0	51318
73	1	51319
74	0	51320
74	1	51321
75	0	51322
75	1	51323
76	0	51324
76	1	51325
77	0	51326
77	1	51327
78	0	51328
78	1	51329
79	0	51330
79	1	51331
80	0	51332
80	1	51333
81	0	51334
81	1	51335
82	0	51336
82	1	51337
83	0	51338
83	1	51339
84	0	51340
84	1	51341
85	0	51342
85	1	51343
86	0	51344
86	1	51345
87	0	51346
87	1	51347
88	0	51348
88	1	51349
89	0	51350
89	1	51351
90	0	51352
90	1	51353
91	0	51354
91	1	51355
92	0	51356
92	1	51357
93	0	51304
93	1	51358
94	0	51359
94	1	51360
95	0	51326
95	1	51361
96	0	51362
96	1	51363
97	0	51364
97	1	51365
98	0	51366
98	1	51367
99	0	51368
99	1	51369
100	0	51370
100	1	51371
101	0	51372
101	1	51373
102	0	51374
102	1	51375
103	0	51376
103	1	51377
104	0	51378
104	1	51379
105	0	51380
105	1	51381
106	0	51382
106	1	51383
107	0	51384
107	1	51385
108	0	51386
108	1	51387
109	0	51388
109	1	51389
110	0	51390
110	1	51391
111	0	51206
111	1	51392
112	0	51393
112	1	51394
113	0	51395
113	1	51396
114	0	51397
114	1	51398
115	0	51399
115	1	51400
116	0	51401
116	1	51402
117	0	51403
117	1	51404
118	0	51405
118	1	51406
119	0	51407
119	1	51408
120	0	51409
120	1	51410
121	0	51411
121	1	51412
122	0	51413
122	1	51414
123	0	51415
123	1	51416
124	0	51417
124	1	51418
125	0	51419
125	1	51420
126	0	51421
126	1	51422
127	0	51423
127	1	51424
128	0	51425
128	1	51426
129	0	51427
129	1	51428
130	0	51429
130	1	51430
131	0	51431
131	1	51432
132	0	51433
132	1	51434
133	0	51435
133	1	51436
134	0	51437
134	1	51438
135	0	51439
135	1	51440
136	0	51441
136	1	51442
137	0	51443
137	1	51444
138	0	51372
138	1	51445
139	0	51446
139	1	51447
140	0	51448
140	1	51449
141	0	51450
141	1	51451
142	0	51452
142	1	51453
143	0	51454
143	1	51455
144	0	51250
144	1	51456
145	0	51457
145	1	51458
146	0	51459
146	1	51460
147	0	51461
147	1	51462
148	0	51450
148	1	51463
149	0	51464
149	1	51465
150	0	51466
150	1	51467
151	0	51468
151	1	51469
152	0	51470
152	1	51471
153	0	51472
153	1	51473
154	0	51474
154	1	51475
155	0	51476
155	1	51477
156	0	51478
156	1	51479
157	0	51314
157	1	51480
158	0	51481
158	1	51482
159	0	51483
159	1	51484
160	0	51485
160	1	51486
161	0	51487
161	1	51488
162	0	51489
162	1	51490
163	0	51491
163	1	51492
164	0	51493
164	1	51494
165	0	51495
165	1	51496
166	0	51497
166	1	51498
167	0	51499
167	1	51500
168	0	51501
168	1	51502
169	0	51503
169	1	51504
170	0	51505
170	1	51506
171	0	51507
171	1	51508
172	0	51509
172	1	51510
173	0	51511
173	1	51512
174	0	51513
174	1	51514
175	0	51515
175	1	51516
176	0	51517
176	1	51518
177	0	51519
177	1	51520
178	0	51521
178	1	51522
179	0	51523
179	1	51524
180	0	51525
180	1	51526
181	0	51527
181	1	51528
182	0	51529
182	1	51530
183	0	51531
183	1	51532
184	0	51533
184	1	51534
185	0	51535
185	1	51536
186	0	51537
186	1	51538
187	0	51539
187	1	51540
188	0	51541
188	1	51542
189	0	51543
189	1	51544
190	0	51545
190	1	51546
191	0	51344
191	1	51547
192	0	51548
192	1	51549
193	0	51550
193	1	51551
194	0	51552
194	1	51553
195	0	51554
195	1	51555
196	0	51556
196	1	51557
197	0	51558
197	1	51559
198	0	51560
198	1	51561
199	0	51562
199	1	51563
200	0	51564
200	1	51565
201	0	51566
201	1	51567
202	0	51568
202	1	51569
203	0	51570
203	1	51571
204	0	51572
204	1	51573
205	0	51574
205	1	51575
206	0	51576
206	1	51577
207	0	51578
207	1	51579
208	0	51580
208	1	51581
209	0	51582
209	1	51583
210	0	51584
210	1	51585
211	0	51578
211	1	51586
212	0	51587
212	1	51588
213	0	51589
213	1	51590
214	0	51591
214	1	51592
215	0	51593
215	1	51594
216	0	51595
216	1	51596
217	0	51597
217	1	51598
218	0	51599
218	1	51600
219	0	51601
219	1	51602
220	0	51409
220	1	51603
221	0	51604
221	1	51605
222	0	51606
222	1	51607
223	0	51608
223	1	51609
224	0	51610
224	1	51611
225	0	51612
225	1	51613
226	0	51614
226	1	51615
227	0	51616
227	1	51617
228	0	51470
228	1	51618
229	0	51619
229	1	51620
230	0	51621
230	1	51622
231	0	51623
231	1	51624
232	0	51625
232	1	51626
233	0	51627
233	1	51628
234	0	51629
234	1	51630
235	0	51631
235	1	51632
236	0	51633
236	1	51634
237	0	51635
237	1	51636
238	0	51637
238	1	51638
239	0	51639
239	1	51640
240	0	51421
240	1	51641
241	0	51642
241	1	51643
242	0	51326
242	1	51361
243	0	51644
243	1	51645
244	0	51646
244	1	51647
245	0	51648
245	1	51649
246	0	51650
246	1	51651
247	0	51652
247	1	51653
248	0	51654
248	1	51655
249	0	51656
249	1	51657
250	0	51658
250	1	51659
251	0	51660
251	1	51661
252	0	51662
252	1	51663
253	0	51664
253	1	51665
254	0	51666
254	1	51667
255	0	51668
255	1	51669
256	0	51670
256	1	51671
257	0	51672
257	1	51673
258	0	51527
258	1	51674
259	0	51675
259	1	51676
260	0	51677
260	1	51678
261	0	51679
261	1	51680
262	0	51681
262	1	51682
263	0	51683
263	1	51684
264	0	51252
264	1	51685
265	0	51686
265	1	51687
266	0	51688
266	1	51689
267	0	51690
267	1	51691
268	0	51692
268	1	51693
269	0	51694
269	1	51695
270	0	51696
270	1	51697
271	0	51698
271	1	51699
272	0	51700
272	1	51701
273	0	51702
273	1	51703
274	0	51368
274	1	51704
275	0	51705
275	1	51706
276	0	51707
276	1	51708
277	0	51709
277	1	51710
278	0	51711
278	1	51712
279	0	51713
279	1	51714
280	0	51715
280	1	51716
281	0	51582
281	1	51717
282	0	51718
282	1	51719
283	0	51720
283	1	51721
284	0	51722
284	1	51723
285	0	51724
285	1	51725
286	0	51726
286	1	51727
287	0	51728
287	1	51729
288	0	51730
288	1	51731
289	0	51732
289	1	51733
290	0	51734
290	1	51735
291	0	51736
291	1	51737
292	0	51738
292	1	51739
293	0	51740
293	1	51741
294	0	51742
294	1	51743
295	0	51744
295	1	51745
296	0	51746
296	1	51747
